Game ID,Game Number,Date,Time,Season,Gametype,Map,Landing Site,Death Site,Landed Hot Zone,Legend Selected,Legend Selection Number,Second Legend Selected,Third Legend Selected,Partied Up?,Jumpmaster,Damage Done,Teammate 1 Dmg Done,Teammate 2 Dmg Done,My Rank,Teammate 1 Rank,Teammate 2 Rank,Higher Level Spotted?,Has Low Level TM (<500),TM 1 Ranked Badge,TM 2 Ranked Badge,TM1 Kills Badge,TM2 Kills Badge,Survival Time,Teammate 1 Survival Time,Teammate 2 Survival Time,Kills,Teammate 1 Kills,Teammate 2 Kills,Knockdowns,First Legend Death,Second Legend Death,Third Legend Death,Squad Placed,Revive Given,Teammate 1 Revive Given,Teammate 2 Revive Given,Respawn Given,Teammate 1 Respawn Given,Teammate 2 Respawn Given,Teammate 1 Console,Teammate 2 Console,Died Phase 1,Primary Weapon 1,Primary Weapon 2
GID-803,803,06/11/2021,19:46,9,Ranked,Worlds Edge,Sorting Factory,Countdown,,Wraith,2,Revenant,Octane,,,"1,251",665,290,Plat 3,Plat 2,Plat 3,,,,,,,14:24,14:25,11:20,1,3,2,2,Octane,Revenant,Wraith,7,0,0,0,0,0,0,PS4,PS4,FALSE,Flatline,Hemlok
GID-804,804,06/11/2021,21:57,9,Ranked,Worlds Edge,Sorting Factory,Capitol City,,Bangalore,2,Wraith,Revenant,,,650,443,765,Plat 3,Plat 4,Plat 3,,,,,,,09:04,12:43,12:43,3,3,0,6,Bangalore,Revenant,Wraith,6,1,0,0,0,0,0,PS4,PS4,FALSE,Flatline,G7-Scout
GID-805,805,6/13/2021,07:55,9,Ranked,Worlds Edge,Sorting Factory,,,Wraith,1,Bloodhound,Crypto,,,"1,560",849,"1,132",Plat 3,Plat 3,Plat 1,,,,,,,22:33,17:27,22:33,5,5,4,5,Bloodhound,,,1,1,1,0,0,0,0,PS4,PS4,FALSE,Havoc,R-99
GID-806,806,6/13/2021,08:21,9,Ranked,Worlds Edge,Sorting Factory,Sorting Factory,,Bangalore,2,Horizon,Wraith,,,66,84,0,Plat 2,Plat 3,Plat 4,,,,,,,01:49,01:49,01:49,0,0,0,0,Bangalore,Wraith,Horizon,19,0,0,0,0,0,0,PS4,PS4,TRUE,Volt,R301
GID-807,807,6/13/2021,08:24,9,Ranked,Worlds Edge,Lava Fissure,The Train Yard,,Bangalore,2,Horizon,Octane,,,747,301,902,Plat 2,Plat 1,Plat 2,,,,,,,14:30,14:51,14:50,1,0,0,1,Bangalore,Octane,Horizon,6,1,1,1,0,0,0,PS4,Xbox,FALSE,Volt,G7-Scout
GID-808,808,6/13/2021,09:01,9,Ranked,Worlds Edge,The Dome,Lava Fissure,,Caustic,2,Octane,Pathfinder,,,"1,266","1,052","1,186",Plat 2,Plat 4,Plat 3,,,,,,,18:29,18:28,17:43,2,4,2,2,Pathfinder,Caustic,Octane,2,0,0,0,0,0,0,PS4,PS4,FALSE,R-99,R301
GID-809,809,6/13/2021,09:25,9,Ranked,Worlds Edge,Skyhook,Lava City,,Caustic,3,Bangalore,Octane,,,910,996,843,Plat 2,Plat 4,Plat 4,,,,,,,16:35,16:04,16:35,2,3,1,3,Bangalore,Caustic,OCtane,6,1,0,0,0,0,0,PS4,PS4,FALSE,R-99,Spitfire
GID-810,810,6/13/2021,09:55,9,Ranked,Worlds Edge,Capitol City,Capitol City,,Caustic,2,Gibraltar,Bloodhound,,,200,152,40,Plat 2,Plat 3,Gold 3,,,,,,,01:42,01:40,01:30,1,1,0,1,Gibraltar,Bloodhound,Caustic,18,0,0,0,0,0,0,PS4,PS4,TRUE,Flatline,
GID-811,811,6/13/2021,10:02,9,Ranked,Worlds Edge,Refinery,Refinery,,Caustic,3,Octane,Revenant,,,288,94,256,Plat 2,Plat 1,Plat 3,,,,,,,03:37,03:37,03:21,0,0,0,0,Revenant,Octane,Caustic,17,0,0,0,0,0,0,PS4,PS4,TRUE,Alternator,Bocek
GID-812,812,6/13/2021,10:08,9,Ranked,Worlds Edge,Capitol City,Capitol City,,Caustic,1,Horizon,Revenant,,,70,94,65,Plat 2,Plat 4,Plat 2,,,,,,,01:41,01:46,01:33,0,0,0,0,Revenant,Caustic,Horizon,19,0,0,0,0,0,0,PS4,PS4,TRUE,Peacekeeper,30-30 Repeater
GID-813,813,6/13/2021,10:12,9,Ranked,Worlds Edge,Overlook,Capitol City,,Caustic,2,Lifeline,Revenant,,,821,"1,023",773,Plat 2,Plat 2,Plat 2,,,,,,,12:55,11:40,11:23,1,3,2,3,Lifeline,Revenant,Caustic,6,1,0,0,0,0,1,PS4,PS4,FALSE,R-99,R301
GID-814,814,6/13/2021,10:28,9,Ranked,Worlds Edge,Thermal Station,Thermal Station,,Caustic,3,Wraith,Bloodhound,,,291,438,100,Plat 2,Plat 4,Plat 4,,,,,,,04:14,04:14,04:14,0,0,1,0,Caustic,Bloodhound,Wraith,13,0,0,0,0,0,0,PS4,PS4,TRUE,Mozambique,30-30 Repeater
GID-815,815,6/13/2021,10:36,9,Ranked,Worlds Edge,Sorting Factory,Sorting Factory,,Caustic,1,Bloodhound,Wraith,,,637,749,551,Plat 2,Plat 4,Plat 4,,,,,,,09:24,09:24,09:07,1,1,1,2,Wraith,Bloodhound,Caustic,6,2,1,1,0,0,0,Xbox,Xbox,FALSE,R-99,G7-Scout
GID-816,816,6/13/2021,10:47,9,Ranked,Worlds Edge,Sorting Factory,Lava City,,Caustic,1,Wraith,Pathfinder,,,"1,238","1,965","1,420",Plat 2,Plat 2,Plat 2,,,,,,,16:25,16:18,16:25,5,11,3,5,Wraith,Pathfinder,Caustic,4,0,1,1,0,0,0,Xbox,PS4,FALSE,R-99,R301
GID-817,817,6/13/2021,11:14,9,Ranked,Worlds Edge,Refinery,Refinery,,Caustic,2,Valkyrie,Revenant,,,125,77,348,Plat 2,Gold 2,Plat 4,,,,,,,03:21,03:20,03:20,0,0,0,0,Valkyrie,Caustic,Revenant,16,0,0,0,0,0,0,PS4,PS4,TRUE,R301,Flatline
GID-818,818,6/13/2021,11:20,9,Ranked,Worlds Edge,Thermal Station,Thermal Station,,Caustic,2,Wraith,Gibraltar,,,289,97,217,Plat 2,Plat 1,Plat 2,,,,,,,02:21,01:39,00:58,0,0,0,2,Gibraltar,Wraith,Caustic,18,0,0,0,0,0,0,PS4,PS4,TRUE,R301,Bocek
GID-819,819,6/13/2021,11:25,9,Ranked,Worlds Edge,Overlook,Overlook,,Caustic,2,Octane,Revenant,,,372,284,70,Plat 2,Plat 2,Plat 3,,,,,,,10:15,10:15,10:15,0,1,0,1,Revenant,Octane,Caustic,6,1,0,0,0,0,0,Xbox,PS4,FALSE,Volt,Hemlok
GID-820,820,6/13/2021,11:43,9,Ranked,Worlds Edge,Sorting Factory,Sorting Factory,,Bangalore,3,Wraith,Pathfinder,,,122,190,56,Plat 2,Plat 3,Plat 3,,,,,,,03:22,02:56,02:33,0,0,0,0,Wraith,Pathfinder,Bangalore,13,0,0,0,0,0,0,PS4,PS4,TRUE,Re-45,L-Star
GID-821,821,6/13/2021,11:52,9,Ranked,Worlds Edge,Refinery,Capitol City,,Wraith,1,Bangalore,Loba,,,"1,152",57,304,Plat 2,Gold 2,Plat 4,,,,,,,08:25,08:25,08:25,4,0,0,5,Loba,Bangalore,Wraith,10,1,0,0,0,0,2,PS4,PS4,FALSE,Wingman,Havoc
GID-822,822,6/13/2021,12:04,9,Ranked,Worlds Edge,Countdown,Sorting Factory,,Wraith,1,Octane,Bangalore,,,235,827,236,Plat 2,Plat 2,Plat 3,,,,,,,11:31,11:31,11:31,0,0,0,1,Bangalore,Wraith,Octane,8,0,0,0,0,0,0,PS4,PS4,FALSE,Spitfire,R-99
GID-823,823,6/13/2021,12:36,9,Ranked,Worlds Edge,Sorting Factory,Sorting Factory,,Bangalore,1,Pathfinder,Fuse,,,294,120,133,Plat 2,Plat 4,Plat 4,,,,,,,02:57,02:57,02:57,1,0,0,1,Fuse,Bangalore,Pathfinder,16,1,0,0,0,0,0,PS4,PS4,TRUE,R-99,G7-Scout
GID-824,824,6/13/2021,12:42,9,Ranked,Worlds Edge,Capitol City,Capitol City,,Bangalore,1,Pathfinder,Wraith,,,221,249,144,Plat 2,Plat 2,Plat 2,,,,,,,01:56,01:10,02:41,0,0,0,0,Wraith,Bangalore,Pathfinder,15,0,0,0,0,0,0,PS4,PS4,TRUE,Mozambique,R301
GID-825,825,6/13/2021,12:47,9,Ranked,Worlds Edge,Sorting Factory,,,Bangalore,1,Pathfinder,OCtane,,,"2,743",340,"2,236",Plat 2,Plat 2,Plat 2,,,,,,,22:12,06:24,22:12,5,2,5,5,Pathfinder,,,1,2,1,1,1,0,0,PS4,PS4,FALSE,R-99,G7-Scout
GID-826,826,6/13/2021,13:20,9,Ranked,Worlds Edge,Countdown,Countdown,,Revenant,3,Octane,Bangalore,,,831,285,632,Plat 2,Gold 4,Plat 4,,,,,,,07:37,07:38,07:18,2,0,1,4,Bangalore,Octane,Revenant,13,1,0,0,0,0,0,PS4,PS4,FALSE,R-99,Flatline
GID-827,827,6/13/2021,13:30,9,Ranked,Worlds Edge,Countdown,Capitol City,,Bangalore,2,Loba,Bloodhound,,,328,66,99,Plat 2,Plat 4,Gold 3,,,,,,,09:32,09:33,05:09,0,0,0,0,Bloodhound,Loba,Bangalore,7,0,0,0,0,0,0,PS4,PS4,FALSE,R-99,Flatline
GID-828,828,6/13/2021,13:42,9,Ranked,Worlds Edge,Sorting Factory,,,Bangalore,2,Octane,Bloodhound,,,"1,255","1,192",890,Plat 2,Plat 3,Plat 4,,,,,,,20:53,20:53,20:53,2,2,3,3,,,,1,1,0,0,0,0,0,PS4,PS4,FALSE,R-99,Flatline
GID-829,829,6/13/2021,14:10,9,Ranked,Worlds Edge,Countdown,Capitol City,,Bangalore,3,Octane,Caustic,,,772,854,399,Plat 2,Plat 3,Plat 2,,,,,,,12:26,12:25,12:12,4,2,1,4,Caustic,Bangalore,OCtane,3,0,0,0,0,0,0,PS4,PS4,FALSE,30-30 Repeater,Volt
GID-830,830,6/13/2021,14:39,9,Ranked,Worlds Edge,Countdown,,,Bangalore,2,Mirage,Wraith,,,"1,948",313,"1,233",Plat 2,Plat 4,Plat 4,,,,,,,22:13,22:13,22:13,4,2,4,5,,,,1,1,1,2,0,0,0,PS4,PS4,FALSE,Volt,Flatline
GID-831,831,6/13/2021,15:11,9,Ranked,Worlds Edge,Capitol City,Capitol City,,Bangalore,3,Wraith,Bloodhound,,,320,621,42,Plat 1,Plat 4,Plat 2,,,,,,,10:04,15:08,05:52,0,0,0,0,Bloodhound,Bangalore,Wraith,7,0,0,0,1,1,0,Xbox,PS4,FALSE,Volt,G7-Scout
GID-832,832,6/13/2021,15:28,9,Ranked,Worlds Edge,Skyhook,Harvester,,Bangalore,2,Pathfinder,Octane,,,309,325,65,Plat 1,Plat 3,Plat 2,,,,,,,14:35,14:35,14:35,1,0,0,1,Octane,Pathfinder,Bangalore,7,2,0,0,1,0,0,PS4,PS4,FALSE,R-99,Flatline
GID-833,833,6/14/2021,19:51,9,Ranked,Worlds Edge,Skyhook,Skyhook,,Bangalore,3,Octane,Pathfinder,,,645,0,453,Plat 1,Plat 1,Plat 1,,,,,,,04:21,01:29,02:24,2,0,0,4,Octane,PAthfinder,Bangalore,16,1,0,0,0,0,0,PS4,PS4,TRUE,Spitfire,G7-Scout
GID-834,834,6/15/2021,19:50,9,Ranked,Olympus,Oasis,Oasis,,Bangalore,1,Valkyrie,Octane,,,175,68,426,Gold 3,Gold 4,Gold 4,,,,,,,02:12,02:12,02:12,0,0,1,1,Octane,Bangalore,Valkyrie,20,0,0,1,0,0,0,PS4,PS4,TRUE,Alternator,Hemlok
GID-835,835,6/15/2021,19:56,9,Ranked,Olympus,Gardens,Energy Depot,,Bangalore,1,Wraith,Revenant,,,733,"1,459",503,Gold 4,Gold 4,Bronze 1,,,,,,,13:54,13:54,13:54,1,5,2,2,Bangalore,Revenant,Wraith,4,0,2,0,0,1,0,PS4,PS4,FALSE,R-99,Flatline
GID-836,836,6/15/2021,20:13,9,Ranked,Olympus,Hydroponics,Turbine,,Bangalore,1,Wraith,Octane,,,600,552,118,Gold 3,Gold 2,Bronze 1,,,,,,,08:51,08:51,08:34,0,1,1,0,Octane,Wraith,Bangalore,6,0,0,0,0,0,0,PS4,PS4,FALSE,Volt,Longbow
GID-837,837,6/15/2021,20:25,9,Ranked,Olympus,Bonsai Plaza,Bonsai Plaza,,Bangalore,3,Fuse,Lifeline,,,319,9,74,Gold 3,Bronze 2,Bronze 2,,,,,,,03:37,03:00,03:37,0,1,0,1,Lifeline,Fuse,Bangalore,17,0,0,0,0,0,0,PS4,xbox,TRUE,R301,G7-Scout
GID-838,838,6/15/2021,20:31,9,Ranked,Olympus,Gardens,Hammond Labs,,Bangalore,3,Bloodhound,Wraith,,,735,670,534,Gold 3,Gold 4,Gold 4,,,,,,,10:37,10:38,10:38,0,0,0,0,Bloodhound,Wraith,Bangalore,6,1,0,0,0,0,0,PS4,PS4,FALSE,HAvoc,Flatline
GID-839,839,6/15/2021,20:44,9,Ranked,Olympus,Hydroponics,Hydroponics,,Fuse,3,Horizon,Bangalore,,,210,140,201,Gold 3,Bronze 1,Gold 4,,,,,,,01:43,01:43,01:43,1,2,0,1,Bangalore,Fuse,Horizon,15,0,0,0,0,0,0,PS4,PS4,TRUE,Hemlok,P220
GID-840,840,6/15/2021,20:49,9,Ranked,Olympus,Bonsai Plaza,Bonsai Plaza,,Bangalore,3,Caustic,Octane,,,650,67,932,Gold 3,Bronze 1,Gold 4,,,,,,,10:39,10:40,10:17,2,0,3,2,Caustic,Bangalore,Octane,8,0,0,1,0,0,0,PS4,PS4,FALSE,R-99,Longbow
GID-841,841,6/16/2021,10:51,9,Ranked,Olympus,Boxing Ring,Estates,,Bangalore,2,Octane,Wraith,,,193,238,386,Gold 3,Gold 3,Gold 2,,,,,,,07:29,07:30,07:29,0,1,1,0,Octane,Wraith,Bangalore,13,0,0,0,0,0,0,Xbox,Xbox,FALSE,R-99,30-30 Repeater
GID-842,842,6/16/2021,11:06,9,Ranked,Olympus,Icarus,Solar Array,,Bangalore,3,Bloodhound,Crypto,,,93,240,167,Gold 3,Gold 3,Gold 2,,,,,,,06:06,06:05,06:06,0,0,0,0,Bangalore,Crypto,Bloodhound,9,0,0,0,0,0,0,PS4,PS4,FALSE,Alternator,Wingman
GID-843,843,6/16/2021,11:15,9,Ranked,Olympus,Icarus,Icarus,,Wattson,2,Bangalore,PAthfinder,,,71,279,25,Gold 3,Gold 2,Bronze 1,,,,,,,02:07,02:07,02:07,0,0,0,0,Bangalore,PAthfinder,Wattson,15,0,0,0,0,0,0,PS4,PS4,TRUE,Flatline,Mozambique
GID-844,844,6/16/2021,11:25,9,Ranked,Olympus,Bonsai Plaza,Docks,,Bangalore,1,Mirage,Loba,,,"1,855",889,498,Gold 3,Silver 4,Gold 4,,,,,,,20:02,19:28,13:35,6,3,2,8,Loba,Mirage,Bangalore,2,3,2,0,0,0,0,PS4,PS4,FALSE,Devotion,Flatline
GID-845,845,6/16/2021,12:01,9,Ranked,Olympus,Gardens,Solar Array,,Bangalore,3,Wraith,Gibraltar,,,854,"1,136","1,572",Gold 3,Gold 3,Gold 4,,,,,,,13:33,14:36,14:10,2,3,5,3,Bangalore,Gibraltar,Wraith,5,0,1,0,0,0,0,PS4,PS4,FALSE,R-99,Flatline
GID-846,846,6/16/2021,19:58,9,Ranked,Olympus,Grow Towers,Energy Depot,,Bangalore,1,OCtane,Fuse,,,"1,420",470,499,Gold 3,Silver 1,Gold 3,,,,,,,20:22,14:35,10:11,3,1,1,4,Fuse,Octane,Bangalore,2,0,0,0,1,0,0,PS4,PS4,FALSE,R-99,Longbow
GID-847,847,6/16/2021,20:24,9,Ranked,Olympus,Solar Array,Oasis,,Bangalore,1,Loba,Wraith,,,718,733,"1,351",Gold 3,Silver 2,Gold 4,,,,,,,17:48,17:48,17:48,4,1,1,4,Loba,Bangalore,Wraith,3,0,0,0,0,0,0,PS4,PS4,FALSE,R-99,Flatline
GID-848,848,6/17/2021,20:19,9,Ranked,Olympus,Gardens,Gardens,,Fuse,2,Valkyrie,Bangalore,,,164,108,547,Gold 3,Gold 4,Silver 1,,,,,,,02:17,02:17,02:17,1,1,1,1,Valkyrie,Bangalore,Fuse,15,0,0,0,0,0,0,Xbox,Xbox,TRUE,Devotion,R301
GID-849,849,6/20/2021,10:32,9,Ranked,Olympus,Hydroponics,Hammond Labs,,Fuse,3,Valkyrie,Octane,,,498,302,579,Gold 3,Gold 4,Silver 1,,,,,,,14:39,11:11,11:04,1,0,2,3,Valkyrie,OCtane,Fuse,2,0,0,1,0,0,1,PS4,PS4,FALSE,R301,Peacekeeper
GID-850,850,6/20/2021,10:57,9,Ranked,Olympus,Bonsai Plaza,Bonsai Plaza,,Fuse,1,Lifeline,Bangalore,,,654,357,845,Gold 3,Gold 2,Gold 2,,,,,,,08:34,08:06,15:47,1,1,2,1,Lifeline,Fuse,Bangalore,3,0,0,0,0,0,0,PS4,PS4,FALSE,Havoc,Longbow
GID-851,851,6/20/2021,11:16,9,Ranked,Olympus,Rift,Rift,,Fuse,2,Caustic,Bloodhound,,,507,211,0,Gold 3,Gold 2,Gold 3,,,,,,,00:34,04:39,04:38,0,0,0,0,Bloodhound,Fuse,Caustic,14,0,0,0,0,0,0,PS4,Xbox,TRUE,Alternator,Mastiff
GID-852,852,6/20/2021,11:24,9,Ranked,Olympus,Gardens,Gardens,,Fuse,3,Wraith,Octane,,,424,638,538,Gold 3,Gold 3,Gold 2,,,,,,,13:02,12:57,14:42,0,3,1,0,Fuse,Wraith,Octane,5,0,1,0,0,0,0,Xbox,PS4,FALSE,Flatline,R-99
GID-853,853,6/26/2021,08:51,9,Ranked,Olympus,Hydroponics,Hydroponics,,Bangalore,1,Fuse,Valkyrie,,,"1,252","1,038",25,Gold 2,Gold 4,Gold 4,,,,,,,14:14,13:45,02:29,1,3,0,3,Valkyrie,Fuse,Bangalore,4,1,0,0,0,0,0,Xbox,PS4,FALSE,Volt,G7-Scout
GID-854,854,6/26/2021,09:08,9,Ranked,Olympus,Gardens,Energy Depot,,Bangalore,3,Wraith,OCtane,,,"2,002","1,088","1,252",Gold 2,Gold 4,Gold 1,,,,,,,21:34,17:24,17:17,1,2,2,3,Octane,Wraith,Bangalore,2,2,1,0,1,0,0,PS4,Xbox,FALSE,Volt,Flatline
GID-855,855,6/26/2021,11:22,9,Ranked,Olympus,Gardens,Grow Towers,,Bangalore,1,Mirage,Lifeline,,,675,287,0,Gold 2,Gold 4,Gold 4,,,,,,,08:27,08:46,08:46,1,2,0,3,Lifeline,Bangalore,Mirage,6,0,0,0,2,0,0,Xbox,Xbox,FALSE,Volt,Sentinel
GID-856,856,6/26/2021,11:33,9,Ranked,Olympus,Gardens,Energy Depot,,Bangalore,1,Pathfinder,Horizon,,,"1,848",406,419,Gold 2,Gold 2,Gold 2,,,,,,,12:27,12:28,12:27,3,2,1,6,Horizon,Pathfinder,Bangalore,3,0,1,0,1,0,0,PS4,PS4,FALSE,Havoc,G7-Scout
GID-857,857,6/26/2021,11:50,9,Ranked,Olympus,Carrier,Estates,,Bangalore,2,Octane,Pathfinder,,,940,"1,392",642,Gold 2,Gold 4,Gold 3,,,,,,,14:20,13:28,14:20,3,2,3,4,Octane,Bangalore,Pathfinder,4,1,1,2,0,0,0,PS4,PS4,FALSE,R-99,Flatline
GID-858,858,6/27/2021,11:33,9,Ranked,Olympus,Hydroponics,Oasis,,Bangalore,3,Octane,Rampart,,,947,285,346,Gold 2,Gold 2,Gold 2,,,,,,,17:33,17:33,17:22,0,2,0,1,Rampart,OCtane,Bangalore,6,0,1,0,0,2,0,PS4,PS4,FALSE,Volt,30-30 Repeater
GID-859,859,6/27/2021,11:33,9,Ranked,Olympus,Gardens,Rift,,Bangalore,1,Loba,Pathfinder,,,610,"1,193",791,Gold 2,Gold 2,Gold 2,,,,,,,10:53,09:17,09:57,5,2,1,5,Loba,Pathfinder,Bangalore,8,1,0,0,0,0,0,PS4,PS4,FALSE,Havoc,Hemlok
GID-860,860,6/27/2021,12:10,9,Ranked,Olympus,Orbital Cannon,Icarus,,Wraith,3,Bangalore,Loba,,,210,575,85,Gold 2,Gold 2,Gold 2,,,,,,,08:44,09:18,07:08,0,0,0,0,Loba,Wraith,Bangalore,12,0,0,0,0,0,0,Xbox,PS4,FALSE,Alternator,G7-Scout
GID-861,861,6/27/2021,12:22,9,Ranked,Olympus,Carrier,Boxing Ring,,Bangalore,1,Wattson,Bloodhound,,,264,192,82,Gold 2,Gold 2,Gold 2,,,,,,,05:38,05:36,05:36,1,0,1,1,Bangalore,Wattson,Bloodhound,12,0,0,0,0,0,0,PS4,PS4,FALSE,HAvoc,G7-Scout
GID-862,862,6/27/2021,12:31,9,Ranked,Olympus,Gardens,Gardens,,Bangalore,2,Caustic,Bloodhound,,,303,133,129,Gold 2,Gold 2,Gold 3,,,,,,,02:07,02:07,00:58,0,0,0,2,Bloodhound,Caustic,Bangalore,17,0,0,0,0,0,0,Xbox,PS4,TRUE,Volt,G7-Scout
GID-863,863,6/27/2021,12:35,9,Ranked,Olympus,Gardens,Hydroponics,,Bangalore,1,Octane,Loba,,,"2,809","1,996",414,Gold 2,Gold 3,Bronze 2,,,,,,,22:44,21:48,21:26,3,3,2,4,Loba,Octane,Bangalore,3,2,1,0,1,0,0,PS4,Xbox,FALSE,Volt,G7-Scout
GID-864,864,6/27/2021,13:09,9,Ranked,Olympus,Rift,,,Bangalore,2,Lifeline,Bloodhound,,,"2,090","1,836","1,195",Gold 2,Gold 3,Gold 2,,,,,,,19:00,19:00,19:00,1,5,2,3,,,,1,2,3,0,0,0,0,PS4,PS4,FALSE,R-99,Flatline
GID-865,865,6/27/2021,13:31,9,Ranked,Olympus,Hammond Labs,Hammond Labs,,Bangalore,1,Revenant,Pathfinder,,,60,30,0,Gold 1,Gold 4,Gold 4,,,,,,,00:51,00:51,00:51,0,0,0,0,Revenant,PAthfinder,Bangalore,20,0,0,0,0,0,0,PS4,PS4,TRUE,,
GID-866,866,6/27/2021,13:35,9,Ranked,Olympus,Icarus,Icarus,,Bloodhound,3,Bangalore,Pathfinder,,,387,44,0,Gold 1,Gold 4,Gold 4,,,,,,,02:45,02:28,02:25,0,0,0,1,PAthfinder,Bangalore,Bloodhound,17,0,0,0,0,0,0,PS4,PS4,TRUE,R-99,Mastiff
GID-867,867,6/27/2021,13:42,9,Ranked,Olympus,Hammond Labs,Rift,,Pathfinder,3,Bangalore,Revenant,,,"1,463","1,114",934,Gold 1,Gold 4,Gold 4,,,,,,,19:08,18:46,20:27,1,2,1,1,Bangalore,PAthfinder,Revenant,2,1,0,2,0,0,1,PS4,PS4,FALSE,R-99,G7-Scout
GID-868,868,6/27/2021,14:29,9,Ranked,Olympus,Energy Depot,Energy Depot,,Pathfinder,2,Bangalore,Mirage,,,302,372,271,Gold 1,Bronze 4,Gold 3,,,,,,,02:08,02:08,02:08,1,0,0,1,PAthfinder,Mirage,Bangalore,19,1,0,0,0,0,0,PS4,PS4,TRUE,Volt,Wingman
GID-869,869,6/27/2021,14:34,9,Ranked,Olympus,Hydroponics,Hydroponics,,Pathfinder,3,Valkyrie,Wraith,,,493,0,160,Gold 1,Gold 1,Silver 4,,,,,,,03:15,01:39,01:13,0,0,0,1,Valkyrie,Wraith,PAthfinder,18,0,0,0,0,0,0,PS4,PS4,TRUE,Wingman,R301
GID-870,870,6/27/2021,14:40,9,Ranked,Olympus,Boxing Ring,Hammond Labs,,Pathfinder,2,Mirage,Wraith,,,370,147,242,Gold 1,Gold 4,Gold 4,,,,,,,08:19,07:36,07:26,1,2,0,1,Wraith,Mirage,PAthfinder,9,1,0,0,0,0,0,Xbox,PS4,FALSE,Volt,Sentinel
GID-871,871,6/27/2021,14:51,9,Ranked,Olympus,Gardens,Gardens,,Pathfinder,1,Loba,Bloodhound,,,409,95,77,Gold 1,Silver 3,Gold 4,,,,,,,03:01,02:46,03:02,0,0,0,2,Loba,Bloodhound,PAthfinder,16,0,0,0,0,0,0,Xbox,Xbox,TRUE,Flatline,Alternator
GID-872,872,6/27/2021,14:57,9,Ranked,Olympus,Solar Array,Solar Array,,Pathfinder,3,Revenant,Valkyrie,,,307,58,56,Gold 1,Gold 4,Gold 3,,,,,,,02:02,02:02,02:03,0,0,0,2,Revenant,Valkyrie,Pathfinder,16,0,0,0,0,0,0,Xbox,Xbox,TRUE,R-99,Wingman
GID-873,873,6/27/2021,15:01,9,Ranked,Olympus,Carrier,Hammond Labs,,Bangalore,3,Pathfinder,Wraith,,,"1,342","1,366",969,Gold 1,Gold 3,Gold 3,,,,,,,21:41,21:40,21:40,6,1,1,7,Bangalore,Pathfinder,Wraith,2,1,1,1,1,0,0,PS4,PS4,FALSE,R-99,Flatline
GID-874,874,6/27/2021,15:32,9,Ranked,Olympus,Estates,Estates,,Pathfinder,2,Wraith,Lifeline,,,507,920,665,Gold 1,Gold 2,Gold 3,,,,,,,04:25,15:34,04:39,2,0,2,2,Pathfinder,Lifeline,Wraith,5,0,0,0,0,0,0,PS4,Xbox,FALSE,Wingman,Flatline
GID-875,875,6/27/2021,15:50,9,Ranked,Olympus,Rift,Hammond Labs,,Pathfinder,2,Bloodhound,Revenant,,,"1,301",14,132,Gold 1,Silver 1,Gold 3,,,,,,,19:59,11:06,11:18,0,0,0,1,Bloodhound,Revenant,PAthfinder,3,0,0,0,1,0,1,PS4,PS4,FALSE,Havoc,G7-Scout
GID-876,876,6/27/2021,16:44,9,Ranked,Olympus,Hammond Labs,Hammond Labs,,Pathfinder,1,Octane,Rampart,,,158,0,290,Gold 1,Gold 2,Gold 2,,,,,,,01:35,01:36,01:36,0,0,0,0,Octane,Pathfinder,Rampart,19,0,0,0,0,0,0,PS4,PS4,TRUE,Havoc,Longbow
GID-877,877,6/27/2021,16:48,9,Ranked,Olympus,Power Grid,Turbine,,Pathfinder,1,Lifeline,Bloodhound,,,"1,637","1,397","1,264",Gold 1,Silver 2,Gold 1,,,,,,,12:16,12:16,12:16,3,6,3,4,Bloodhound,Lifeline,Pathfinder,9,0,0,0,0,0,0,Xbox,Xbox,FALSE,R-99,30-30 Repeater
GID-878,878,6/30/2021,19:56,9,Ranked,Olympus,Power Grid,Energy Depot,,Bangalore,2,Wraith,Gibraltar,,,751,"1,672",872,Gold 1,Gold 1,Gold 2,,,,,,,13:12,15:47,12:52,1,6,2,2,Bangalore,Gibraltar,Wraith,4,0,1,1,0,1,0,PS4,PS4,FALSE,Volt,G7-Scout
GID-879,879,6/30/2021,20:13,9,Ranked,Olympus,Hydroponics,Elysium,,Horizon,2,Valkyrie,Mirage,,,799,184,247,Gold 1,Bronze 4,Gold 1,,,,,,,07:17,05:37,07:17,4,0,0,5,Valkyrie,Horizon,Mirage,11,0,0,0,2,0,0,Xbox,PS4,FALSE,Flatline,Mastiff
GID-880,880,6/30/2021,20:24,9,Ranked,Olympus,Hammond Labs,Hammond Labs,,Horizon,3,Octane,Bloodhound,,,566,410,350,Gold 1,Gold 1,Silver 4,,,,,,,05:31,05:45,06:18,0,2,1,0,Octane,Horizon,Bloodhound,8,1,0,0,0,0,0,PS4,PS4,FALSE,R301,Volt
GID-881,881,6/30/2021,20:32,9,Ranked,Olympus,Oasis,Oasis,,Horizon,1,Wraith,Octane,,,888,61,554,Gold 1,Gold 4,Gold 4,,,,,,,06:31,04:47,06:32,4,0,1,4,Wraith,OCtane,Horizon,9,1,0,0,0,0,0,PS4,PS4,FALSE,Spitfire,R-99
